Nome do Autor1;Nome do Autor2;Ano;Título da Produção;Subtipo da Produção;Linha de Pesquisa;Categoria
MARCELO ALBANO MORET SIMOES GONCALVES;RENELSON RIBEIRO SAMPAIO;2016;INOVAÇÃO TECNOLÓGICA NO CONTROLE DA DISSEMINAÇÃO DA DENGUE UTILIZANDO MODELOS COMPUTACIONAIS UMA ANÁLISE BIBLIOGRÁFICA ENTRE AS TÉCNICAS UTILIZADAS NO PERÍODO DE 2010 A 2016;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
MARCELO ALBANO MORET SIMOES GONCALVES;STELA MARIA AZEVEDO E RIBEIRO;2016;INOVAÇÃO TECNOLÓGICA NO CONTROLE DA DISSEMINAÇÃO DA DENGUE UTILIZANDO MODELOS COMPUTACIONAIS UMA ANÁLISE BIBLIOGRÁFICA ENTRE AS TÉCNICAS UTILIZADAS NO PERÍODO DE 2010 A 2016;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
MARCIO LUIS VALENCA ARAUJO;RENELSON RIBEIRO SAMPAIO;2016;INOVAÇÃO TECNOLÓGICA NO CONTROLE DA DISSEMINAÇÃO DA DENGUE UTILIZANDO MODELOS COMPUTACIONAIS UMA ANÁLISE BIBLIOGRÁFICA ENTRE AS TÉCNICAS UTILIZADAS NO PERÍODO DE 2010 A 2016;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
MARCIO LUIS VALENCA ARAUJO;STELA MARIA AZEVEDO E RIBEIRO;2016;INOVAÇÃO TECNOLÓGICA NO CONTROLE DA DISSEMINAÇÃO DA DENGUE UTILIZANDO MODELOS COMPUTACIONAIS UMA ANÁLISE BIBLIOGRÁFICA ENTRE AS TÉCNICAS UTILIZADAS NO PERÍODO DE 2010 A 2016;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
RENELSON RIBEIRO SAMPAIO;STELA MARIA AZEVEDO E RIBEIRO;2016;INOVAÇÃO TECNOLÓGICA NO CONTROLE DA DISSEMINAÇÃO DA DENGUE UTILIZANDO MODELOS COMPUTACIONAIS UMA ANÁLISE BIBLIOGRÁFICA ENTRE AS TÉCNICAS UTILIZADAS NO PERÍODO DE 2010 A 2016;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
ROBERTO SIDNEI ALVES MACEDO;ROBERTO SIDNEI ALVES MACEDO;2016;INSTITUINTES CULTURAIS DA EXPERIÊNCIA CURRICULAR-FORMATIVA BASES TEÓRICAS PARA UM ETNOCURRÍCULO;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ANA MARIA FERREIRA MENEZES;MARIA DE FATIMA HENRIQUE CAMPOS;2016;INTERFACES DAS POLÍTICAS PÚBLICAS E DESENVOLVIMENTO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
CLAUDIO REYNALDO BARBOSA DE SOUZA;HUGO SABA PEREIRA CARDOSO;2016;INTERFACES ENTRE GAMES PESQUISA & MERCADO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
CLAUDIO REYNALDO BARBOSA DE SOUZA;LYNN ROSALINA GAMA ALVES;2016;INTERFACES ENTRE GAMES PESQUISA & MERCADO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
HUGO SABA PEREIRA CARDOSO;LYNN ROSALINA GAMA ALVES;2016;INTERFACES ENTRE GAMES PESQUISA & MERCADO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
CARLOS ANDRE DE BARROS E AZEVEDO CHASTINET;HERNANE BORGES DE BARROS PEREIRA;2016;INTRODUAÇÃO À ANÁLISE DE REDES COMPLEXAS COM SUPORTE DO MATLAB;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CARLOS ANDRE DE BARROS E AZEVEDO CHASTINET;VALTER DE SENNA;2016;INTRODUAÇÃO À ANÁLISE DE REDES COMPLEXAS COM SUPORTE DO MATLAB;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HERNANE BORGES DE BARROS PEREIRA;VALTER DE SENNA;2016;INTRODUAÇÃO À ANÁLISE DE REDES COMPLEXAS COM SUPORTE DO MATLAB;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
SUELY ALDIR MESSEDER;SUELY ALDIR MESSEDER;2016;INTRODUÇÃO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ROSANGELA COSTA ARAUJO;SARA ABREU DA MATA MACHADO;2016;JOGO DE MULEEKE NA CAPOEIRA ANGOLA EDUCAÇÃO PARA A DIVERSIDADE;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2016;LA BIOETICA COMO CIENCIA TRANSDISCIPLINAR DE LA COMPLEJIDAD UNA INTRODUCCION COEVOLUTIVA DESDE LA GRAN HISTORIA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
CARLOS BENITEZ TRINIDAD;CARLOS BENITEZ TRINIDAD;2016;LA FUNDAÇÃO NACIONAL DO ÍNDIO AL SERVICIO DE LOS INTERESES GEOSTRATÉTICOS E IDEOLÓGICOS DE LA DICTADURA BRASILEÑA (1964-1985).;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2016;LA HUELLA SOCIOECOLOGICA DE LA GLOBALIZACION;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
CARLOS BENITEZ TRINIDAD;CARLOS BENITEZ TRINIDAD;2016;LA OPOSICIÓN NECESARIA AL DESARROLLO MODERNO EN BRASIL EL INDIO Y LA DICTADURA CIVIL-MILITAR (1964-1985);ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2016;LES EXPECTATIVES RÉFLEXIVES LES POLITIQUES PUBLIQUES POUR SURMONTER L´EXTRÊME PAUVRÉTÉ;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2016;LOS OBJETIVOS DE DESARROLLO SOSTENIBLE UNA ENCRUCIJADA PARADIGMÁTICA DE LA SOCIEDAD GLOBALIZADA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;MÃE DETINHA DE XANGÔ ESCRITORA E ARTESÃ.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;MÃE EUNICE OIÁ TENAN.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
RITA CRISTINA COELHO DE ALMEIDA SANTIAGO;RITA CRISTINA COELHO DE ALMEIDA SANTIAGO;2016;MAIS DE CEM RESPOSTAS PARA VOCÊ FICAR SEM DÚVIDAS.;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
MARCELO DE SOUZA CARVALHO;RENELSON RIBEIRO SAMPAIO;2016;MEIOS DIDÁTICOS INOVADORES NA FORMAÇÃO COM BASE EM COMPETÊNCIAS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
ALFREDO EURICO RODRIGUES MATTA;RITA CRISTINA COELHO DE ALMEIDA SANTIAGO;2016;METACOGNIÇÃO CONSTRUINDO CONHECIMENTO SOBRE A METODOLOGIA DESIGN-BASED RESEARCH-DBR E SUA UTILIZAÇÃO NA EDUCAÇÃO A DISTÂNCIA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HUGO SABA PEREIRA CARDOSO;HUGO SABA PEREIRA CARDOSO;2016;METAREDE INCLUSÃO DIGITAL ATRAVÉS DO REAPROVEITAMENTO DO LIXO ELETRÔNICO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ALFREDO EURICO RODRIGUES MATTA;ALFREDO EURICO RODRIGUES MATTA;2016;MODELAGEM DO RPG DIGITAL PARA CIDADANIA CRÍTICA E RESILIÊNCIA.;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;ELIANE SANTOS SOUZA;2016;MODELO PARA ANÁLISE DO FLUXO DE INFORMAÇÃO E DA DIFUSÃO DO CONHECIMENTO NA INTERAÇÃO ENSINO-SERVIÇO UMA EXPERIÊNCIA A PARTIR DO PET-SAÚDE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;HERNANE BORGES DE BARROS PEREIRA;2016;MODELO PARA ANÁLISE DO FLUXO DE INFORMAÇÃO E DA DIFUSÃO DO CONHECIMENTO NA INTERAÇÃO ENSINO-SERVIÇO UMA EXPERIÊNCIA A PARTIR DO PET-SAÚDE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ELIANE SANTOS SOUZA;HERNANE BORGES DE BARROS PEREIRA;2016;MODELO PARA ANÁLISE DO FLUXO DE INFORMAÇÃO E DA DIFUSÃO DO CONHECIMENTO NA INTERAÇÃO ENSINO-SERVIÇO UMA EXPERIÊNCIA A PARTIR DO PET-SAÚDE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CAMILA CUNHA BORGES;LEANDRO BRITO SANTOS;2016;MONTAGEM DE UMA IMPRESSORA 3D DO IT YOURSELF PARA PROTOTIPAGEM DE PROJETOS ACADÊMICOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CAMILA CUNHA BORGES;ROBERTO LUIZ SOUZA MONTEIRO;2016;MONTAGEM DE UMA IMPRESSORA 3D DO IT YOURSELF PARA PROTOTIPAGEM DE PROJETOS ACADÊMICOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CAMILA CUNHA BORGES;TEREZA KELLY GOMES CARNEIRO;2016;MONTAGEM DE UMA IMPRESSORA 3D DO IT YOURSELF PARA PROTOTIPAGEM DE PROJETOS ACADÊMICOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
LEANDRO BRITO SANTOS;ROBERTO LUIZ SOUZA MONTEIRO;2016;MONTAGEM DE UMA IMPRESSORA 3D DO IT YOURSELF PARA PROTOTIPAGEM DE PROJETOS ACADÊMICOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
LEANDRO BRITO SANTOS;TEREZA KELLY GOMES CARNEIRO;2016;MONTAGEM DE UMA IMPRESSORA 3D DO IT YOURSELF PARA PROTOTIPAGEM DE PROJETOS ACADÊMICOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ROBERTO LUIZ SOUZA MONTEIRO;TEREZA KELLY GOMES CARNEIRO;2016;MONTAGEM DE UMA IMPRESSORA 3D DO IT YOURSELF PARA PROTOTIPAGEM DE PROJETOS ACADÊMICOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
DANTE AUGUSTO GALEFFI;DANTE AUGUSTO GALEFFI;2016;MORALIDADES QUANDO A HETEROGÊNESE ÉTICA SE MOSTRA CRIADORA E LIVRE DE JÚÍZOS DE VALOR BIPOLARESP;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2016;MUNDOLOGÍA UNA PROPUESTA EDUCATIVA PARA EL SIGLO XXI.;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
MARIA DE FATIMA HENRIQUE CAMPOS;MARIA DE FATIMA HENRIQUE CAMPOS;2016;NAIR DE TEFFÉ ARTISTA DO LAPIS E DO RISO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA CRISTINA DE MENDONCA SANTOS;ANA CRISTINA DE MENDONCA SANTOS;2016;NAS TRAMAS TECNOLOGICAS EDUCACIONAIS DIÁLOGOS ENTRE A FORMAÇÃO E PRÁTICAS DE ENSINO. ;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;NO MEIO DA ALEGRIA.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
AMELIA TEREZA SANTA ROSA MARAUX;CLEBEMILTON GOMES DO NASCIMENTO;2016;NOME SOCIAL NA UNEB E CIDADANIA PARA PESSOAS TRANS E TRAVESTIS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;NOTÓRIO SABER E SABER DUVIDOSO.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ANA MARIA FERREIRA MENEZES;ARLINDO DE ARAUJO PITOMBO;2016;O ACESSO À INFORMAÇÃO PÚBLICA NO ESTADO DA BAHIA DESAFIOS E PERSPECTIVAS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA MARIA FERREIRA MENEZES;NADJA MARIA AMADO DE JESUS;2016;O ACESSO À INFORMAÇÃO PÚBLICA NO ESTADO DA BAHIA DESAFIOS E PERSPECTIVAS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ARLINDO DE ARAUJO PITOMBO;NADJA MARIA AMADO DE JESUS;2016;O ACESSO À INFORMAÇÃO PÚBLICA NO ESTADO DA BAHIA DESAFIOS E PERSPECTIVAS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;O CANDOMBLÉ E A OLIMPÍADA 2016.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ALFREDO EURICO RODRIGUES MATTA;RITA CRISTINA COELHO DE ALMEIDA SANTIAGO;2016;O CONTEXTO E SUA RELEVÂNCIA NUMA PESQUISA DESIGN-BASED RESEARCH - DBR;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;O EBÓ E ABOMBA;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
EUDALDO FRANCISCO DOS SANTOS FILHO;HERNANE BORGES DE BARROS PEREIRA;2016;O ENVELHECIMENTO FACIAL HUMANO E SUA MENSURAÇÃO - O PASSO INICIAL DA PROSOPORRECOGNOGRAFIA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;O ESTUPRO E O USURPO.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ALFREDO EURICO RODRIGUES MATTA;ALFREDO EURICO RODRIGUES MATTA;2016;O GESTOR ESCOLAR COMO EDUCADOR E LÍDER REFLEXIVO. SALVADOR 17/01/2017;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;O GOLPE E A INVEJA OU A INVEJA E O GOLPE.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
CLAUDIA PEREIRA DE SOUSA;CLAUDIA PEREIRA DE SOUSA;2016;O MEIO RURAL EM SANTO ANTÔNIO DE JESUS E A EDUCAÇÃO AMBIENTAL NA AGRICULTURA FAMILIAR.;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ADILSON MENESES DA PAZ;SUELY ALDIR MESSEDER;2016;O MODO DE VIDA DA UMBANDA  UMA PERSPECTIVA DECOLONIAL.;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
CLAUDIA SILVA DE SANTANA;CLAUDIA SILVA DE SANTANA;2016;O OGBON DE MARTNÁLIA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
AUGUSTO SERGIO DOS SANTOS DE SAO BERNARDO;AUGUSTO SERGIO DOS SANTOS DE SAO BERNARDO;2016;O SABER JURÍDICO PODE SER DISPUTADO DENTRO DA PERSPECTIVA RACIAL?.;ARTIGO EM JORNAL OU REVISTA;;Discente
DANTE AUGUSTO GALEFFI;DANTE AUGUSTO GALEFFI;2016;O SENSÍVEL E O CUIDADO COMO ATUALIZAÇÕES PEDAGÓGICAS;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ARLINDO DE ARAUJO PITOMBO;CLAUDIA SILVA DE SANTANA;2016;O USO DE APLICATIVOS COMO FERRAMENTA DE PROPAGANDA E NEGÓCIO EM UMA MICROEMPRESA E SEUS CONSUMIDORES EM SALVADOR (BA);TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ARLINDO DE ARAUJO PITOMBO;MARIA DE FATIMA HENRIQUE CAMPOS;2016;O USO DE APLICATIVOS COMO FERRAMENTA DE PROPAGANDA E NEGÓCIO EM UMA MICROEMPRESA E SEUS CONSUMIDORES EM SALVADOR (BA);TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLAUDIA SILVA DE SANTANA;MARIA DE FATIMA HENRIQUE CAMPOS;2016;O USO DE APLICATIVOS COMO FERRAMENTA DE PROPAGANDA E NEGÓCIO EM UMA MICROEMPRESA E SEUS CONSUMIDORES EM SALVADOR (BA);TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
HUGO SABA PEREIRA CARDOSO;HUGO SABA PEREIRA CARDOSO;2016;O USO DE FERRAMENTAS ANALÍTICAS COMO APOIO NA GESTÃO E NA AVALIAÇÃO EM AMBIENTES VIRTUAIS DE APRENDIZAGEM;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ALFREDO EURICO RODRIGUES MATTA;ALFREDO EURICO RODRIGUES MATTA;2016;O USO DE UM BLOG COMO ELEMENTO DIFUSOR E DE VALORIZAÇÃO DA HISTÓRIA E CULTURA DO POVOADO ALTO EM TUCANO-BA.;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA CRISTINA DE MENDONCA SANTOS;MARIA DE FATIMA HENRIQUE CAMPOS;2016;O USO DO FACEBOOK E O ENSINO SUPERIOR CONTRIBUIÇÕES E DESAFIOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA CRISTINA DE MENDONCA SANTOS;MARINEUZA MATOS DOS ANJOS;2016;O USO DO FACEBOOK E O ENSINO SUPERIOR CONTRIBUIÇÕES E DESAFIOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
MARIA DE FATIMA HENRIQUE CAMPOS;MARINEUZA MATOS DOS ANJOS;2016;O USO DO FACEBOOK E O ENSINO SUPERIOR CONTRIBUIÇÕES E DESAFIOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;OFERENDA AO POETA JOSÉ CARLOS LIMEIRA. ;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
LELIANA SANTOS DE SOUSA;LELIANA SANTOS DE SOUSA;2016;OS DESAFIOS DA OBSERVAÇÃO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2016;PARADIGMAS EPISTEMOLÓGICOS EN FILOSOFÍA CIENCIA Y EDUCACIÓN.;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOSE WELLINGTON MARINHO DE ARAGAO;JOSE WELLINGTON MARINHO DE ARAGAO;2016;PARALELOS CRÍTICOS NO ENTRECRUZAMENTO DE QUATRO EDIÇÕES (2007-2015) DO CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESCOLAR PARA DIRETORES DAS ESCOLAS DE ENSINO BÁSICO DAS REDES PÚBLICAS BAIANAS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2016;PATIENTS WITH RHEUMATOID ARTHRITIS AND CHRONIC PAIN DISPLAY ENHANCED ALPHA POWER DENSITY AT REST;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ADILSON MENESES DA PAZ;SUELY ALDIR MESSEDER;2016;PEDRINHA MIUDINHA EM ARUANDA Ê LAJEDO OMODO DE VIDA DA UMBANDA. ;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ALFREDO EURICO RODRIGUES MATTA;FRANCISCA DE PAULA S DA SILVA;2016;PENSANDO A CONSTRUÇÃO E A DIFUSÃO DO CONHECIMENTO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ALFREDO EURICO RODRIGUES MATTA;JOSE CLAUDIO ROCHA;2016;PENSANDO A CONSTRUÇÃO E A DIFUSÃO DO CONHECIMENTO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
FRANCISCA DE PAULA S DA SILVA;JOSE CLAUDIO ROCHA;2016;PENSANDO A CONSTRUÇÃO E A DIFUSÃO DO CONHECIMENTO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LILIAN LESSA ANDRADE LINO;MARIEL EVA CISNEROS LOPEZ;2016;PESCADO SOCIAL PEIXES E MARISCOS NO COTIDIANO DA COMUNIDADE QUILOMBOLA DE BANANEIRAS ILHA DE MARÉ.;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
LILIAN LESSA ANDRADE LINO;TEREZA CRISTINA BRAGA FERREIRA;2016;PESCADO SOCIAL PEIXES E MARISCOS NO COTIDIANO DA COMUNIDADE QUILOMBOLA DE BANANEIRAS ILHA DE MARÉ.;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
MARIEL EVA CISNEROS LOPEZ;TEREZA CRISTINA BRAGA FERREIRA;2016;PESCADO SOCIAL PEIXES E MARISCOS NO COTIDIANO DA COMUNIDADE QUILOMBOLA DE BANANEIRAS ILHA DE MARÉ.;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLAUDIO REYNALDO BARBOSA DE SOUZA;EDUARDO MANUEL DE FREITAS JORGE;2016;PESQUISA APLICADA & INOVAÇÃO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
