No;Ano;Título da Produção;Nome do Autor;Subtipo da Produção;Linha de Pesquisa;Categoria
1236;2016;O SENSÍVEL E O CUIDADO COMO ATUALIZAÇÕES PEDAGÓGICAS;DANTE AUGUSTO GALEFFI;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1194;2016;O USO DE APLICATIVOS COMO FERRAMENTA DE PROPAGANDA E NEGÓCIO EM UMA MICROEMPRESA E SEUS CONSUMIDORES EM SALVADOR (BA);ARLINDO DE ARAUJO PITOMBO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1217;2016;O USO DE APLICATIVOS COMO FERRAMENTA DE PROPAGANDA E NEGÓCIO EM UMA MICROEMPRESA E SEUS CONSUMIDORES EM SALVADOR (BA);CLAUDIA SILVA DE SANTANA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1461;2016;O USO DE APLICATIVOS COMO FERRAMENTA DE PROPAGANDA E NEGÓCIO EM UMA MICROEMPRESA E SEUS CONSUMIDORES EM SALVADOR (BA);MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1341;2016;O USO DE FERRAMENTAS ANALÍTICAS COMO APOIO NA GESTÃO E NA AVALIAÇÃO EM AMBIENTES VIRTUAIS DE APRENDIZAGEM;HUGO SABA PEREIRA CARDOSO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1155;2016;O USO DE UM BLOG COMO ELEMENTO DIFUSOR E DE VALORIZAÇÃO DA HISTÓRIA E CULTURA DO POVOADO ALTO EM TUCANO-BA.;ALFREDO EURICO RODRIGUES MATTA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1174;2016;O USO DO FACEBOOK E O ENSINO SUPERIOR CONTRIBUIÇÕES E DESAFIOS;ANA CRISTINA DE MENDONCA SANTOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1462;2016;O USO DO FACEBOOK E O ENSINO SUPERIOR CONTRIBUIÇÕES E DESAFIOS;MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1473;2016;O USO DO FACEBOOK E O ENSINO SUPERIOR CONTRIBUIÇÕES E DESAFIOS;MARINEUZA MATOS DOS ANJOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1296;2016;OFERENDA AO POETA JOSÉ CARLOS LIMEIRA. ;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1417;2016;OS DESAFIOS DA OBSERVAÇÃO;LELIANA SANTOS DE SOUSA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1366;2016;PARADIGMAS EPISTEMOLÓGICOS EN FILOSOFÍA CIENCIA Y EDUCACIÓN.;JAVIER COLLADO RUANO;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1407;2016;PARALELOS CRÍTICOS NO ENTRECRUZAMENTO DE QUATRO EDIÇÕES (2007-2015) DO CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESCOLAR PARA DIRETORES DAS ESCOLAS DE ENSINO BÁSICO DAS REDES PÚBLICAS BAIANAS;JOSE WELLINGTON MARINHO DE ARAGAO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1449;2016;PATIENTS WITH RHEUMATOID ARTHRITIS AND CHRONIC PAIN DISPLAY ENHANCED ALPHA POWER DENSITY AT REST;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1134;2016;PEDRINHA MIUDINHA EM ARUANDA Ê LAJEDO OMODO DE VIDA DA UMBANDA. ;ADILSON MENESES DA PAZ;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1549;2016;PEDRINHA MIUDINHA EM ARUANDA Ê LAJEDO OMODO DE VIDA DA UMBANDA. ;SUELY ALDIR MESSEDER;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1156;2016;PENSANDO A CONSTRUÇÃO E A DIFUSÃO DO CONHECIMENTO;ALFREDO EURICO RODRIGUES MATTA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1270;2016;PENSANDO A CONSTRUÇÃO E A DIFUSÃO DO CONHECIMENTO;FRANCISCA DE PAULA S DA SILVA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1383;2016;PENSANDO A CONSTRUÇÃO E A DIFUSÃO DO CONHECIMENTO;JOSE CLAUDIO ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1425;2016;PESCADO SOCIAL PEIXES E MARISCOS NO COTIDIANO DA COMUNIDADE QUILOMBOLA DE BANANEIRAS ILHA DE MARÉ.;LILIAN LESSA ANDRADE LINO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1469;2016;PESCADO SOCIAL PEIXES E MARISCOS NO COTIDIANO DA COMUNIDADE QUILOMBOLA DE BANANEIRAS ILHA DE MARÉ.;MARIEL EVA CISNEROS LOPEZ;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1554;2016;PESCADO SOCIAL PEIXES E MARISCOS NO COTIDIANO DA COMUNIDADE QUILOMBOLA DE BANANEIRAS ILHA DE MARÉ.;TEREZA CRISTINA BRAGA FERREIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1220;2016;PESQUISA APLICADA & INOVAÇÃO;CLAUDIO REYNALDO BARBOSA DE SOUZA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
1255;2016;PESQUISA APLICADA & INOVAÇÃO;EDUARDO MANUEL DE FREITAS JORGE;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
1342;2016;PESQUISA APLICADA & INOVAÇÃO;HUGO SABA PEREIRA CARDOSO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1157;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;ALFREDO EURICO RODRIGUES MATTA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1192;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;ARIVALDO LEAO DE AMORIM;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
1243;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;EDIVALDO MACHADO BOAVENTURA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
1271;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;FRANCISCA DE PAULA S DA SILVA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1245;2016;PIERRE VERGER E O PROJETO COLÚMBIA;EDNEI OTAVIO DA PURIFICACAO SANTOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1183;2016;POLÍTICAS PÚBLICAS DE INCLUSÃO SOCIAL UMA ANÁLISE À LUZ DA GESTÃO DO CONHECIMENTO DO CAPITAL SOCIAL E DO DESENVOLVIMENTO;ANA MARIA FERREIRA MENEZES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1432;2016;POLÍTICAS PÚBLICAS DE INCLUSÃO SOCIAL UMA ANÁLISE À LUZ DA GESTÃO DO CONHECIMENTO DO CAPITAL SOCIAL E DO DESENVOLVIMENTO;MANOEL JUSTINIANO MELO DA FONSECA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
1131;2016;POR UMA EDUCAÇÃO LINGUÍSTICA ETNICAMENTE SENSÍVEL PRODUÇÃO E APLICAÇÃO DE MATERIAIS DIDÁTICOS DE INGLÊS EM TURMAS DE AFROBRASILEIROS;ADELMO DE SOUZA XAVIER;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1158;2016;POSSIBILIDADES DE UTILIZAÇÃO DO JOGO RPG BY MOODLE NA EDUCAÇÃO ESCOLAR;ALFREDO EURICO RODRIGUES MATTA;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1541;2016;POSSIBILIDADES DE UTILIZAÇÃO DO JOGO RPG BY MOODLE NA EDUCAÇÃO ESCOLAR;SUELI DA SILVA XAVIER CABALERO;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1184;2016;PRÁTICAS DE GESTÃO DO CONHECIMENTO E EFICIÊNCIA ANÁLISE DAS SALAS DIGITAIS DE CIDADANIA;ANA MARIA FERREIRA MENEZES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1195;2016;PRÁTICAS DE GESTÃO DO CONHECIMENTO E EFICIÊNCIA ANÁLISE DAS SALAS DIGITAIS DE CIDADANIA;ARLINDO DE ARAUJO PITOMBO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1321;2016;PREFÁCIO DO LIVRO TECNOLOGIAS APLICADAS À SAÚDE;HERNANE BORGES DE BARROS PEREIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1450;2016;PRESSUPOSTOS HISTÓRICOS E TEÓRICOS DA PROPRIEDADE INTELECTUAL NO BRASIL;JOSE CLAUDIO ROCHA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1385;2016;PRESSUPOSTOS TEÓRICOS E HISTÓRICOS DA PROPRIEDADE INTELECTUAL NA LEGISLAÇÃO BRASILEIRA;JOSE CLAUDIO ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1142;2016;PROCESSOS EDUCATIVOS NO CANDOMBLÉ NA MANIFESTAÇÃO E INCORPORAÇÃO DO TRANSE NA FESTA DO XIRÊ;ALESSANDRO MALPASSO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1451;2016;PROCESSOS EDUCATIVOS NO CANDOMBLÉ NA MANIFESTAÇÃO E INCORPORAÇÃO DO TRANSE NA FESTA DO XIRÊ;ALESSANDRO MALPASSO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1463;2016;PROCESSOS EDUCATIVOS NO CANDOMBLÉ NA MANIFESTAÇÃO E INCORPORAÇÃO DO TRANSE NA FESTA DO XIRÊ;MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1464;2016;PROCESSOS EDUCATIVOS NO CANDOMBLÉ NA MANIFESTAÇÃO E INCORPORAÇÃO DO TRANSE NA FESTA DO XIRÊ;MARIA DE FATIMA HENRIQUE CAMPOS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1467;2016;PRODUÇÃO DE PATENTES NA REGIÃO NORDESTE UM ESTUDO COMPARATIVO ENTRE INSTITUÍÇÕES DE ENSINO SUPERIOR PÚBLICAS NO PERÍODO DE 2002 A 2012;ANDREIA DE ARAUJO GUIMARAES;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
1475;2016;PRODUÇÃO DE PATENTES NA REGIÃO NORDESTE UM ESTUDO COMPARATIVO ENTRE INSTITUÍÇÕES DE ENSINO SUPERIOR PÚBLICAS NO PERÍODO DE 2002 A 2012;HUGO SABA PEREIRA CARDOSO;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1478;2016;PRODUÇÃO DE PATENTES NA REGIÃO NORDESTE UM ESTUDO COMPARATIVO ENTRE INSTITUÍÇÕES DE ENSINO SUPERIOR PÚBLICAS NO PERÍODO DE 2002 A 2012;MARCIO LUIS VALENCA ARAUJO;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
1386;2016;PRODUÇÃO DO CONHECIMENTO PARA QUE E PARA QUEM A EXPERIÊNCIA DO OBSERVATÓRIO DA EDUCAÇÃO CIDADANIA E VIOLÊNCIA;JOSE CLAUDIO ROCHA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1167;2016;PROGRAMA NACIONAL DE INCUBADORAS TECNOLÓGICAS DE COOPERATIVAS E EMPREENDIMENTOS SOLIDÁRIOS COMO POLÍTICA PÚBLICA DE INCENTIVO À ECONOMIA SOLIDÁRIA;ANA CELESTE DA CRUZ DAVID;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1465;2016;PROGRAMA NACIONAL DE INCUBADORAS TECNOLÓGICAS DE COOPERATIVAS E EMPREENDIMENTOS SOLIDÁRIOS COMO POLÍTICA PÚBLICA DE INCENTIVO À ECONOMIA SOLIDÁRIA;MARIA DE FATIMA HENRIQUE CAMPOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1201;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;CAMILA CUNHA BORGES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1415;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;LEANDRO BRITO SANTOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1517;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;ROBERTO LUIZ SOUZA MONTEIRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1560;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TEREZA KELLY GOMES CARNEIRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1479;2016;QUANTIFYING THE CONTAGION EFFECT OF THE 2008 FINANCIAL CRISIS BETWEEN THE G7 COUNTRIES (BY GDP NOMINAL);JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1480;2016;QUANTIFYING THE CONTAGION EFFECT OF THE 2008 FINANCIAL CRISIS BETWEEN THE G7 COUNTRIES (BY GDP NOMINAL).;MARCUS FERNANDES DA SILVA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1322;2016;RDFREE UM MODELO COMPUTACIONAL PARA ANALISAR REDES A PARTIR DE DADOS DA WEB SEMÂNTICA;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1323;2016;REDE DE COAUTORIA DE PUBLICAÇÕES SOBRE A EMISSÃO DE HPA COM USO DE MISTURAS DIESEL/BIODIESEL;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1418;2016;REDE DE COAUTORIA DE PUBLICAÇÕES SOBRE A EMISSÃO DE HPA COM USO DE MISTURAS DIESEL/BIODIESEL;LILIAN LEFOL NANI GUARIEIRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1525;2016;REDE DE COAUTORIA DE PUBLICAÇÕES SOBRE A EMISSÃO DE HPA COM USO DE MISTURAS DIESEL/BIODIESEL;RODRIGO PEREIRA VIEIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1484;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1490;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;JAILSON BITTENCOURT DE ANDRADE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1493;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;LILIAN LEFOL NANI GUARIEIRO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1496;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ROBERTO LUIZ SOUZA MONTEIRO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1499;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;RODRIGO PEREIRA VIEIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1325;2016;REDES SOCIAIS E COMPLEXAS UM MODELO COMPUTACIONAL PARA A INVESTIGAÇÃO DA PÓS-GRADUAÇÃO BRASILEIRA EM ENSINO DE FÍSICA;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1500;2016;REDES SOCIAIS INFORMAIS E DIFUSÃO DO CONHECIMENTO UMA PROPOSTA DE MODELAGEM EM UM AMBIENTE DE DESENVOLVIMENTO DE PROJETOS DE SOFTWARE.;JORGE LUIZ DOS SANTOS;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1503;2016;REDES SOCIAIS INFORMAIS E DIFUSÃO DO CONHECIMENTO UMA PROPOSTA DE MODELAGEM EM UM AMBIENTE DE DESENVOLVIMENTO DE PROJETOS DE SOFTWARE.;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1240;2016;RESISTÊNCIA E PROCESSOS EDUCATIVOS NA COMUNIDADE RAPOSA - BAHIA - BRASIL DIÁLOGOS E INTERFACE DO CURRÍCULO ESCOLAR;DJANE SANTIAGO DE JESUS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1371;2016;RESISTÊNCIA E PROCESSOS EDUCATIVOS NA COMUNIDADE RAPOSA - BAHIA - BRASIL DIÁLOGOS E INTERFACE DO CURRÍCULO ESCOLAR;JESSICA GONCALVES DE ANDRADE;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1344;2016;ROBÓTICA LIVRE NAS ESCOLAS;HUGO SABA PEREIRA CARDOSO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1297;2016;SEABRA E AS ÁGUAS DO RIO COCHÓ.;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1504;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ALOISIO SANTOS NASCIMENTO FILHO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1507;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;HUGO SABA PEREIRA CARDOSO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1508;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1509;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;MARCELO ALBANO MORET SIMOES GONCALVES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1510;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;STELA MARIA AZEVEDO E RIBEIRO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1159;2016;SISTEMA DE APOIO A DECISÃO BASEADO EM MODELO INOVADOR DE RPG ONDE OS PERSONAGENS SÃO GRUPOS;ALFREDO EURICO RODRIGUES MATTA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1261;2016;SISTEMA DE APOIO A DECISÃO BASEADO EM MODELO INOVADOR DE RPG ONDE OS PERSONAGENS SÃO GRUPOS;EWERTTON CARNEIRO PONTES;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1396;2016;SISTEMA DE APOIO A DECISÃO BASEADO EM MODELO INOVADOR DE RPG ONDE OS PERSONAGENS SÃO GRUPOS;JOSE KARAM FILHO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1512;2016;SOBRE O CARÁTER PERSUASIVO DA ESTRUTURA PANÓPTICA BENTHAM FOUCAULT E AS NOVAS TECNOLOGIAS.;EDUARDO CHAGAS OLIVEIRA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1513;2016;SOBRE O CARÁTER PERSUASIVO DA ESTRUTURA PANÓPTICA BENTHAM FOUCAULT E AS NOVAS TECNOLOGIAS.;IVANA LIBERTADORA BORGES CARNEIRO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1160;2016;SOBRE O PENSAR E O CONHECER NA PESQUISA EMPÍRICA;ALFREDO EURICO RODRIGUES MATTA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1259;2016;SOBRE O PENSAR E O CONHECER NA PESQUISA EMPÍRICA;EMANUEL DO ROSARIO SANTOS NONATO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1452;2016;SOBRE-VIVENTES;MARIA APARECIDA DA SILVA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1518;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;FRANCISCO JOSE ARAGAO PEDROZA CUNHA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1519;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1524;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;NUBIA MOURA RIBEIRO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
